busn_date,name,ip,industry,address,balance
2020-06-30,Thomas Erickson,172.22.104.112,travel,"USS Barnes
FPO AP 21857",327522.0
2020-07-31,Traci Thompson,10.138.58.164,fishing,"28304 Ronald Path
East Alexander, ME 41961",658712.0
2020-08-31,Shane Norman,10.81.136.233,construction,"USS Johnson
FPO AE 50892",288768.0
2020-09-30,Steven Thomas,172.22.30.160,construction,"034 Russell Meadow Suite 134
Lake Richardport, RI 58265",60873.0
2020-10-31,Amanda Stone,172.19.214.34,fishing,"473 Jill Plaza Apt. 877
Lawrencefurt, FL 99693",631163.0
2020-11-30,Juan Valdez,192.168.58.179,retail,"7702 Walker Place Apt. 844
South David, MT 50299",539735.0
2020-12-31,Crystal Lane,192.168.254.237,travel,"65541 Zachary Bypass
Port Mary, CO 83701",691225.0
2021-01-31,Angela Stark,192.168.180.147,fishing,"014 Taylor Prairie
East David, MT 59854",526530.0
2021-02-28,Danielle Mason,10.219.33.8,retail,"73506 Atkinson Wells Suite 231
North Nicole, TX 85514",555596.0
2021-03-31,Christopher Rogers,192.168.113.75,travel,"883 Cindy Gateway
Port Connortown, CT 50315",888153.0
2021-04-30,Sara Clark,10.120.214.102,retail,"60894 Heidi Vista Apt. 788
West Aaron, DE 47098",596111.0
2021-05-31,Keith Barrett,172.24.217.248,construction,"258 Dorsey Shore
Wattsfurt, MN 49384",146323.0
2021-06-30,Thomas Jackson,10.34.133.193,construction,"USCGC Rivera
FPO AP 20208",603528.0
2021-07-31,Michelle Hobbs,10.238.106.147,fishing,"2669 Eric Stream Apt. 259
North Peggy, CT 91098",376064.0
2021-08-31,John Perry,172.18.61.45,retail,"7844 Martin Ranch
Josephfurt, CA 97952",153582.0
2021-09-30,Matthew Lopez,192.168.84.137,construction,"PSC 9796, Box 9199
APO AE 32632",847102.0
2021-10-31,Belinda Stevenson,192.168.96.103,fishing,"53342 Obrien Ville Apt. 152
West Patriciaton, SD 57093",117902.0
2021-11-30,Lee Graham,192.168.111.146,travel,"6234 Nicholas Stravenue
Longfurt, ID 98765",876182.0
2021-12-31,Lawrence Bartlett,10.107.55.68,travel,"140 Payne Falls
Johnsonburgh, HI 87865",253499.0
2022-01-31,Jonathon Crawford,10.72.145.135,retail,"1451 Keller Springs
West Jennifershire, NY 75046",138797.0
2022-02-28,Dr. Jeremy Barrett DVM,192.168.217.134,travel,"USNS Dawson
FPO AP 72823",214275.0
2020-01-31,Brent Anthony,192.168.247.237,retail,"3773 Goodwin Highway
Richardborough, AL 08649",127495.0
2020-02-29,Bradley Dixon,10.44.145.44,fishing,"8803 Foster Orchard Apt. 573
North Shaneview, CT 97325",4672.0
2020-03-31,Jasmine Fritz,10.105.51.68,travel,"592 Peterson Valleys Apt. 534
Huntview, AL 29400",810805.0
2020-04-30,Rachel Young,172.25.178.140,fishing,"7392 Olson Skyway Apt. 533
South Nina, SC 25376",348430.0
2020-05-31,Tina Black,172.27.193.70,construction,"066 Robertson Divide Suite 531
Heatherfort, PA 34949",801508.0
2020-06-30,Sara Powell,172.25.84.99,fishing,"308 Derrick Land Apt. 136
East Walter, ID 22160",73819.0
2020-07-31,Tyler Lowe,10.218.177.136,travel,"USNS Fleming
FPO AP 86515",145157.0
2020-08-31,Heidi Wilkerson,172.29.112.19,construction,"39091 Gabrielle Prairie
Jonesstad, LA 04489",484646.0
2020-09-30,Ryan Evans,10.174.98.247,fishing,"63061 Espinoza Corner
Armstrongview, ME 91847",641112.0
2020-10-31,Ms. Theresa Martinez,172.23.104.226,travel,"5155 Terri Turnpike
East Kelly, LA 23225",669726.0
2020-11-30,Jessica Cunningham,10.203.11.154,retail,"2683 Amber Canyon Apt. 418
Smithton, ID 85875",299270.0
2020-12-31,Megan Ashley,172.18.36.61,fishing,"4995 Jack Stream Suite 199
North Rachelstad, OH 65576",650910.0
2021-01-31,Jonathan Phelps,192.168.85.241,construction,"3632 Frederick Row Apt. 529
Davidsonside, CA 06933",899915.0
2021-02-28,Tanya Cannon,10.159.102.18,fishing,"03995 Mckinney Light Suite 198
Douglasbury, MN 76419",177480.0
2021-03-31,Brian Hunter,10.219.254.149,construction,"719 Wright Knolls
South Emma, MD 28570",168888.0
2021-04-30,Taylor Davis,10.200.147.242,construction,"5155 May Rapid
East Matthewmouth, DE 16304",614604.0
2021-05-31,Donald Jones,10.229.119.89,retail,"6927 James Bypass
Goodmanborough, CT 59049",890289.0
2021-06-30,Melanie Morrison,172.16.72.114,retail,"498 Mary Vista
Barnesmouth, MS 63171",909416.0
2021-07-31,Alexander Gonzalez,192.168.211.179,fishing,"746 Briana Glen
Wigginsburgh, IA 36341",625720.0
2021-08-31,Robert Conner,192.168.216.178,fishing,"Unit 6653 Box 7667
DPO AP 23822",870744.0
2021-09-30,Bradley Wright,10.163.155.165,travel,"4458 Gray Mills Suite 707
Huntermouth, AL 36636",646200.0
2021-10-31,Jessica Armstrong,10.187.160.217,construction,"37430 Alexander Cove
Vaughnmouth, WY 20430",725042.0
2021-11-30,Christopher Howard,192.168.201.46,retail,"6641 Dennis Road
Port Loriton, OR 92343",271076.0
2021-12-31,Ruben Parker,192.168.114.122,retail,"7622 Wilson Corners Suite 895
Kristentown, CT 63351",764394.0
2022-01-31,Audrey Lynn,10.121.213.65,travel,"PSC 5133, Box 8691
APO AA 92572",111829.0
2022-02-28,David Campbell,172.21.164.120,travel,"950 Atkinson Ports Apt. 607
West Nicoletown, NM 99900",996558.0
2020-01-31,Cheryl Diaz,172.18.126.247,construction,"4236 Deanna Hill
East Jesseshire, AL 15295",579778.0
2020-02-29,Jody Sims,192.168.125.20,travel,"323 Brown Coves
New Kimberly, OK 93582",159475.0
2020-03-31,Justin Jones,10.183.196.142,fishing,"6458 Amanda Squares Suite 926
Lake Elizabethbury, KS 37520",226740.0
2020-04-30,Matthew Jordan,172.17.159.126,fishing,"881 Green Corner
East John, WA 89351",527542.0
2020-05-31,David Watson,192.168.45.221,retail,"35945 Michael Vista Apt. 404
South Allenville, NY 64977",907169.0
2020-06-30,Julia Landry,10.243.237.171,travel,"1145 Green Shoals Suite 317
Gallegosberg, VA 29429",379838.0
2020-07-31,Brianna Spencer,10.171.182.163,fishing,"8656 Brian Course
New Josephville, IN 63866",201599.0
2020-08-31,Jennifer Le,10.122.185.252,fishing,"PSC 6502, Box 5200
APO AA 05041",534922.0
2020-09-30,Brandon Hudson,10.213.175.124,construction,"Unit 2532 Box 2531
DPO AP 37225",556317.0
2020-10-31,Jamie Newton,172.22.125.125,retail,"82564 Mckenzie Cliff Suite 219
Port Johnborough, ME 13932",129445.0
2020-11-30,Amanda Mitchell,10.24.60.1,travel,"5098 Hicks Summit Suite 572
Lake Kristin, TN 95020",242232.0
2020-12-31,Heidi Henderson,10.90.7.210,fishing,"53134 Estrada Stravenue Suite 301
Tracytown, WV 62888",572950.0
2021-01-31,Jessica Lowe,192.168.40.222,fishing,"651 Burke Summit Apt. 359
Smithberg, WY 47247",760429.0
2021-02-28,Kristin Morales,192.168.216.92,travel,"6319 Kevin Neck
East Shannon, CA 62379",208751.0
2021-03-31,Justin Rollins,172.28.12.151,construction,"2953 Gregory Roads Apt. 557
West Benjaminland, NJ 77492",771987.0
2021-04-30,Tina Rivera,172.31.35.146,travel,"8733 Carrie Lane Apt. 247
South Normashire, IA 36179",151400.0
2021-05-31,Joshua Ruiz,172.26.247.1,construction,"655 Heidi Point
Port Judithmouth, UT 27160",723740.0
2021-06-30,Jennifer Hall,10.233.35.226,construction,"8328 Katie Row Apt. 960
Thomaschester, LA 34409",248719.0
2021-07-31,Colin Hall,192.168.197.82,construction,"651 Ryan Fork
Port Bobbyhaven, WY 26992",707718.0
2021-08-31,Carla Watson,10.11.119.4,fishing,"3236 Steven Ferry Apt. 638
Lake Bryan, PA 44497",233394.0
2021-09-30,Jason Villarreal,172.18.133.30,retail,"232 Stewart Brooks Apt. 877
Travischester, NY 68101",114076.0
2021-10-31,Riley Diaz,192.168.242.17,travel,"19302 Joshua Parks Apt. 640
Luisside, ME 01599",515679.0
2021-11-30,William Ross,10.11.67.26,retail,"PSC 5437, Box 9502
APO AA 16807",787323.0
2021-12-31,Lisa Lang,192.168.156.84,construction,"9167 Frederick Avenue Apt. 323
Andersonburgh, LA 02229",900509.0
2022-01-31,Ryan Brown,172.31.84.151,retail,"2792 Haley Falls Suite 690
North Paulland, TN 37533",603236.0
2022-02-28,Tammy Williams,10.122.29.172,travel,"Unit 4359 Box 0864
DPO AE 66808",477791.0
2020-01-31,Kathleen Scott,192.168.205.96,retail,"1311 Sabrina Glen Suite 834
West Jacobland, HI 18448",43727.0
2020-02-29,Barbara Kelly,192.168.14.234,retail,"6265 Scott Overpass
South Zachary, MD 69744",677779.0
2020-03-31,Holly Williams,192.168.79.247,fishing,"04326 Katherine Terrace Suite 346
Danastad, ND 47905",33906.0
2020-04-30,Kyle Sanchez,192.168.21.237,travel,"340 Sean Manor
Hartmanhaven, MD 02748",961835.0
2020-05-31,Christopher Stein,10.212.86.50,travel,"55132 Carrie Green Suite 106
Alanberg, CO 91859",473806.0
2020-06-30,Jonathan Martin,192.168.38.208,fishing,"09627 Allen Light
Kennedyview, UT 91439",185416.0
2020-07-31,Kari Morrow,192.168.228.219,travel,"658 Alicia Track
Taylorville, DE 43864",563425.0
2020-08-31,Michael Mckinney,192.168.206.159,travel,"PSC 4860, Box 2267
APO AA 01586",658222.0
2020-09-30,Christopher Ware,172.30.223.210,retail,"02719 Kyle Lake Apt. 368
South Douglashaven, LA 10103",37158.0
2020-10-31,Heidi Parks,172.29.195.76,construction,"PSC 4674, Box 6783
APO AA 95697",555263.0
2020-11-30,Monica Gutierrez,192.168.72.118,retail,"888 Patterson River
Linport, IA 80478",981506.0
2020-12-31,Thomas Meyer,172.19.132.10,fishing,"4124 Gilmore Lane Apt. 550
New Christineside, LA 94642",907017.0
2021-01-31,Hayley Herring,10.218.80.254,retail,"PSC 8681, Box 5010
APO AE 80683",732573.0
2021-02-28,Alex Stewart,172.20.208.145,retail,"77075 Michael Field Apt. 923
Kimmouth, MS 26304",368802.0
2021-03-31,Barry Moore,172.17.44.177,retail,"120 Vincent Green
New David, MN 92700",916661.0
2021-04-30,Hannah Powell,10.139.235.92,construction,"514 Lynn Bridge
South Paul, HI 69962",538396.0
2021-05-31,William Romero,10.234.142.133,construction,"0236 Williams Parks Suite 941
New Johnbury, MT 12275",650595.0
2021-06-30,Lisa Rodgers,192.168.108.29,construction,"59786 Knapp Crescent Apt. 908
Jeffreyborough, NJ 30916",381423.0
2021-07-31,Nicole Brown,192.168.8.96,travel,"USNS Stephens
FPO AE 25929",107072.0
2021-08-31,Timothy Hawkins,10.105.27.146,retail,"361 Beth Parkways Suite 357
North Katherine, WV 55457",591271.0
2021-09-30,Mark Delacruz,10.189.70.71,retail,"09315 Kimberly Pass
Port Kristenberg, DE 80739",864132.0
2021-10-31,Jennifer Thomas,10.46.224.21,retail,"81352 Dawn Roads Suite 531
Ginastad, WV 73235",24924.0
2021-11-30,Gerald Singh,10.58.144.124,travel,"74496 Paige Spur
Melissafort, RI 34615",997899.0
2021-12-31,Morgan Scott,10.147.193.105,fishing,"7367 Miller Gardens
West Frank, WI 12313",304974.0
2022-01-31,Gregory Ross,10.80.21.36,fishing,"469 Hansen Walk
North Greg, WY 21180",278313.0
2022-02-28,Rebecca Black,192.168.61.247,retail,"161 Garcia Junctions Suite 879
Bentonside, WI 34131",409699.0
2020-01-31,Roy Jones,172.29.245.221,retail,"9237 Pitts Hill Apt. 814
Riverachester, MT 83539",689494.0
2020-02-29,Todd Cooper,192.168.110.123,construction,"2608 Cynthia View Suite 077
New Joshuaborough, IL 22158",232608.0
2020-03-31,Robert Turner,172.22.138.113,construction,"488 Nicole Branch
Williamsland, WV 04679",955337.0
2020-04-30,Monica White,192.168.86.224,retail,"4134 Delgado Cape
Combsport, NM 27089",4852.0
2020-05-31,Cynthia Martinez,192.168.228.79,travel,"966 Meghan Bypass Suite 792
Kanehaven, IN 98328",110761.0
2020-06-30,Mary Smith,10.202.81.63,retail,"011 Martinez Springs Suite 984
Walterview, NY 29159",151405.0
2020-07-31,Danielle Myers,192.168.211.53,retail,"3662 Williams Mountain Apt. 833
New Amandatown, PA 29593",419547.0
2020-08-31,Christopher Singleton,192.168.31.156,fishing,"46757 Jerry Mount
Johnsonchester, OR 58709",671760.0
2020-09-30,Joshua Nelson,192.168.108.113,retail,"Unit 6400 Box 2553
DPO AE 52588",283273.0
2020-10-31,Mrs. Samantha Martin,192.168.212.119,construction,"21644 Andrew Glens Suite 915
South Karen, MA 06009",651224.0
2020-11-30,Mark Stein,192.168.43.115,fishing,"013 Rivas Gateway Apt. 789
Christinetown, WA 57593",183075.0
2020-12-31,Edwin Robinson,172.26.230.87,travel,"38575 Harris Mountains
Serranoport, CO 52338",620300.0
2021-01-31,Michael Lee,192.168.96.92,travel,"27858 Carter Underpass Apt. 208
Williamside, CO 85420",885217.0
2021-02-28,Craig Martin,192.168.80.107,fishing,"758 Rachel Trace
Coleberg, ND 94542",410778.0
2021-03-31,Daniel Miller,192.168.63.94,construction,"558 Buckley Trace
East Angelville, MI 20730",638809.0
2021-04-30,John Matthews,172.30.249.36,fishing,"49000 Norman Rapids
Noahtown, ID 19273",733295.0
2021-05-31,Crystal Lewis,192.168.191.29,fishing,"2773 David Flat
Scottmouth, KS 23761",487724.0
2021-06-30,Jeffrey Buck,192.168.208.135,fishing,"95705 David Burg Suite 888
New Suzanneshire, MS 48426",464695.0
2021-07-31,Amanda Clark,10.224.235.239,construction,"993 Tina Lane
Port Kennethhaven, SD 84346",223993.0
2021-08-31,Mr. David Greer Jr.,172.28.63.158,construction,"99112 Natasha Trail
Kerrfort, WA 45050",540040.0
2021-09-30,Michelle Jackson,10.69.243.132,construction,"58622 Kenneth Mall Apt. 661
Lake Tracy, KY 13308",919997.0
2021-10-31,Travis Jackson,10.135.37.106,fishing,"72490 William Turnpike Apt. 033
Port Sydney, AL 54843",388288.0
2021-11-30,James Franklin,172.22.35.182,construction,"8866 Bradley Park
North Thomas, AK 91831",516588.0
2021-12-31,Elizabeth Smith,10.206.77.188,construction,"333 Ramirez Row Suite 162
Masonstad, DE 59279",669092.0
2022-01-31,Cody Lee,172.24.35.53,travel,"04708 Seth Village Suite 946
New Michellechester, MI 11703",793207.0
2022-02-28,Jacqueline Nelson,192.168.12.196,retail,"615 Smith Inlet
Bryantstad, AZ 48427",554314.0
2020-01-31,Kenneth Cherry,10.241.156.83,fishing,"19376 Ortega Estate Apt. 583
Nelsonview, NY 62313",570656.0
2020-02-29,Ashley Oliver,172.29.202.34,travel,"8208 William Trail
Garciastad, CO 05543",710573.0
2020-03-31,Tammy Watson,172.28.75.112,construction,"888 Aguirre Neck Apt. 640
Gilberttown, MA 39441",985775.0
2020-04-30,Jennifer Kline,10.243.99.139,retail,"USCGC Wolfe
FPO AA 21772",608454.0
2020-05-31,Raymond Koch,10.156.15.43,retail,"29154 Michael Wells Apt. 777
South Christopher, WY 81078",167605.0
2020-06-30,Bryan Dominguez,192.168.216.132,construction,"53753 Morales Plain
Lake Christopherfurt, CA 52949",262244.0
2020-07-31,Christine Carter,192.168.218.19,retail,"Unit 7803 Box 5180
DPO AA 87941",430713.0
2020-08-31,Brittney Rodriguez,10.100.217.126,travel,"7638 Hester Rapid
Port Danielfurt, NJ 23237",594568.0
2020-09-30,Gregory Jones,10.140.244.14,construction,"929 Jodi Garden
Allenshire, IA 84110",746916.0
2020-10-31,Robert Burns,172.29.149.96,fishing,"660 Estes Estate Apt. 556
Holtland, AR 82889",545272.0
2020-11-30,Derrick Waller,10.47.200.193,retail,"309 Joshua Road Suite 062
New Andrew, AK 55604",40686.0
2020-12-31,Samuel Ballard,10.205.112.95,construction,"Unit 7697 Box 2405
DPO AA 39391",554002.0
2021-01-31,Calvin Barry,10.51.144.80,fishing,"234 Martin Harbor Apt. 696
East Kelly, LA 46529",611099.0
2021-02-28,Shelia Long,172.22.84.243,retail,"210 Jamie Orchard
Mauriceberg, NY 92218",433411.0
2021-03-31,Spencer Wells,172.31.62.98,fishing,"454 Velasquez Isle Suite 074
Justinburgh, NM 72062",73539.0
2021-04-30,Julie Fuller,172.20.190.234,fishing,"44515 Aaron Shoal
Johnstonton, OR 89264",285712.0
2021-05-31,Melissa Haynes,192.168.72.37,construction,"858 Jones Mountain Suite 455
Blevinsville, OK 92894",364926.0
2021-06-30,Kirsten Mccoy,10.92.238.250,construction,"383 Kerr Isle Suite 164
South Erinville, RI 37615",572579.0
2021-07-31,Peter Spencer,192.168.160.93,travel,"93820 Lisa Port Apt. 040
Warrentown, LA 47873",458832.0
2021-08-31,David Foster,10.17.111.222,travel,"59761 Alicia Ways Suite 864
Mcclurechester, DC 38764",513256.0
2021-09-30,Mary Hansen,10.29.33.126,fishing,"2485 Goodman Highway
Port Michael, TN 49754",306383.0
2021-10-31,Michelle Butler,172.17.223.100,fishing,"5880 Gonzalez Light Apt. 730
West Elizabeth, IA 73316",6360.0
2021-11-30,Michael Bennett,192.168.238.10,retail,"49793 Harrington Isle Apt. 079
West Cindy, AL 03105",51880.0
2021-12-31,Deanna Murray,172.30.23.10,travel,"1683 Jacqueline Ramp
Leemouth, PA 54096",580544.0
2022-01-31,Jacob Hernandez,10.208.74.148,construction,"20040 Allen Shores
East Samuel, LA 40863",376377.0
2022-02-28,Regina Blair,172.16.203.47,construction,"53174 Melissa Lakes
Salazarland, MT 23937",97767.0
2020-01-31,Kenneth Gonzalez,192.168.91.10,fishing,"336 Christopher Track
Allisonport, NY 67844",812401.0
2020-02-29,Melanie Stanley,172.30.185.118,fishing,"409 Catherine Brook
Williamfort, CA 72420",417925.0
2020-03-31,Lance Griffin,192.168.211.227,fishing,"0647 Greer Wall
Joneston, OK 46106",563292.0
2020-04-30,Calvin Jennings,192.168.35.211,fishing,"558 Wood Manor
Lake Mckenzie, TX 59775",711832.0
2020-05-31,Christopher Smith,10.207.3.132,fishing,"627 Weber Burgs Apt. 430
Medinaburgh, WA 61922",779083.0
2020-06-30,Dr. Danielle Martinez DDS,192.168.107.60,construction,"98546 Pitts Center
Markville, SC 95381",909563.0
2020-07-31,David Dickson,10.108.159.38,retail,"93051 Ware Crest Suite 430
Lake Brad, CO 52571",717754.0
2020-08-31,Glenn Frederick,10.249.20.19,construction,"3757 Hudson Inlet
West Brandon, NM 08648",541604.0
2020-09-30,Andrea Rodriguez,172.19.76.250,travel,"726 Lisa Crossing
Kyleshire, IN 52986",630581.0
2020-10-31,Marissa Pratt,172.16.167.152,construction,"9609 James Plains Apt. 751
Johnside, PA 01728",132934.0
2020-11-30,Michael Coleman,192.168.236.26,travel,"5735 Derrick Circles Suite 400
South Elizabeth, MD 10181",870701.0
2020-12-31,Daniel Patterson,192.168.42.2,fishing,"487 Ferguson Vista Apt. 360
Fitzgeraldview, ME 58579",639935.0
2021-01-31,James Coleman,10.41.152.197,travel,"0519 Ibarra Common Suite 617
Parkertown, CA 86507",727722.0
2021-02-28,Meagan Bates,172.17.244.96,construction,"6347 Jones Mount Apt. 030
Royside, TX 70636",802983.0
2021-03-31,Willie Smith,10.16.223.153,fishing,"04003 Cantrell Shores Suite 972
Tammyland, ND 00766",430011.0
2021-04-30,Charles Rogers,192.168.146.237,travel,"97084 Wendy Brooks
Port Anthony, CO 48735",645004.0
2021-05-31,Joseph Glass,10.11.219.24,travel,"2373 Pitts Mission
Karenburgh, NY 86056",963360.0
2021-06-30,Timothy Smith,10.198.104.147,travel,"PSC 7367, Box 8433
APO AP 04954",11604.0
2021-07-31,Roger Myers,10.41.33.118,construction,"4355 Martinez Burg
Walkerport, OR 93762",882612.0
2021-08-31,Justin Torres,10.191.76.228,travel,"42945 Graham Inlet Suite 510
Grahamport, KY 86319",376307.0
2021-09-30,Suzanne Collins,172.31.77.207,travel,"16289 Maldonado Roads
Bookerfort, NM 62495",110785.0
2021-10-31,Paul Berg,172.26.102.188,travel,"60357 Russell Union Suite 326
Hollyburgh, RI 63402",954296.0
2021-11-30,Barbara Hughes,192.168.18.74,retail,"0498 Ryan Squares
South Aaronside, FL 60345",237771.0
2021-12-31,Anthony Hill,172.18.159.3,construction,"621 Marshall Estates Suite 780
South Nicolas, AK 44355",737395.0
2022-01-31,David Sherman,10.204.31.134,construction,"96561 Crystal Forges Apt. 332
East Patrick, DC 66739",942888.0
2022-02-28,Justin Curtis,10.212.75.144,retail,"24090 Mallory Curve
Shelbyfort, RI 57471",712840.0
2020-01-31,Lisa Evans,172.22.87.134,retail,"USNS Chang
FPO AA 25002",336438.0
2020-02-29,Rebecca Moore,10.33.88.236,retail,"7522 Bowman Union
Kimberlyshire, UT 24616",622459.0
2020-03-31,Thomas Fernandez III,10.54.145.85,travel,"USS Brown
FPO AA 97106",44218.0
2020-04-30,Stephanie Kennedy,172.26.20.198,travel,"5546 Samantha Trail Suite 131
Rittermouth, WY 78161",757976.0
2020-05-31,Danielle Simmons,172.23.81.193,construction,"50403 Lisa Motorway
North Jamestown, CA 98356",446539.0
2020-06-30,Maria Thomas,172.31.86.201,construction,"99269 Bonnie Island Suite 040
Edwardsfort, HI 43337",420099.0
2020-07-31,Nicholas Waller,172.26.4.233,construction,"PSC 5723, Box 0690
APO AA 43685",654139.0
2020-08-31,Joyce Smith,192.168.13.172,construction,"82733 Thomas Grove Apt. 883
Port Karen, KY 73398",815228.0
2020-09-30,Barbara Robinson,10.164.242.47,fishing,"948 Figueroa Trail Suite 783
Pamelamouth, AZ 92919",150668.0
2020-10-31,Cheryl Levy,192.168.70.194,construction,"5267 Lisa Mews
Lake Karen, PA 30399",986956.0
2020-11-30,Sue Velazquez,172.29.129.134,construction,"9752 Valdez Ville Suite 031
New Jessica, MT 31555",671786.0
2020-12-31,Paul Wilson,172.22.237.78,retail,"USCGC Holloway
FPO AE 61328",716442.0
2021-01-31,Patrick Walker,10.62.173.205,fishing,"Unit 2042 Box 7639
DPO AA 31716",404769.0
2021-02-28,Brian White,192.168.17.70,construction,"43341 Mack Stravenue Suite 319
Johnsonland, AZ 75684",787511.0
2021-03-31,Adam Moran,192.168.177.16,travel,"16514 Jenna Plain Apt. 991
South Chelsea, WY 72520",322214.0
2021-04-30,John Hanson,10.162.230.228,travel,"50847 Murphy Cliff
Shepardfurt, IL 03824",332498.0
